player_id,name,position,number,instagram_url,profile_format,profile_detail
283,T. Alexander-Arnold,Defender,12,https://www.instagram.com/trentarnold66/,labelled_lines_v1,"生まれ::1998年10月7日、イングランド・リバプール
国籍::イングランド
ポジション::右サイドバック / セントラルMF
身長・利き足::180cm / 右利き
経歴::6歳でリバプールの育成組織に入り、ユルゲン・クロップ体制でトップ昇格。右サイドバックの基準を変える配球力で主力に定着しました。
2016-2025: リバプール。チャンピオンズリーグ、プレミアリーグ、FAカップなど主要タイトルを総なめにし、副将も務めました。
2025-: レアル・マドリード。2025年6月から6年契約で加入し、欧州屈指の配球型SBとして新天地でも即戦力を期待されています。
移籍金::2025年夏にリバプールとの契約満了タイミングで移籍し、実質フリーでレアル・マドリードへ加入しました。
特徴::対角ロングフィード、アーリークロス、セットプレーの質が極めて高く、後方から試合を設計できるサイドバックです。中盤に絞ってゲームメイクする振る舞いにも慣れており、保持型チームとの相性が非常に良い選手です。
監督・選手の発言::入団会見では「レアル・マドリードの成功の一部になりたい」と語っており、幼少期から見てきたCL常勝クラブで新しい挑戦をしたい意思を明確にしました。
記録::リバプール時代にはプレミアリーグ年間最優秀若手選手賞を受賞し、UEFAチャンピオンズリーグのシーズンベストイレブンにも複数回選出されています。守備者でありながら歴代屈指のアシスト数を積み上げた点が最大の実績です。
面白いエピソード::背番号66はアカデミー時代に割り当てられた番号をそのまま定着させたものです。通常は一桁台へ替えたがる選手が多い中で、彼はその番号を自分のブランドに変えました。
意外な経歴::生家はメルウッド旧練習場の近くにあり、文字どおり“リバプール生まれリバプール育ち”の象徴でした。その完全生え抜きスターが国外初挑戦先に選んだのがレアル・マドリードです。"
341640,Raúl Asencio,Defender,17,,,
284300,Álvaro Fernández,Defender,18,,labelled_lines_v1,"生まれ::2003年3月23日、スペイン・フェロル
国籍::スペイン
ポジション::左サイドバック
身長・利き足::186cm / 左利き
経歴::ガリシア地方で育ち、ラシン・フェロル、デポルティーボを経てレアル・マドリードの下部組織に加入しました。
2020-2024: マンチェスター・ユナイテッド。トップ定着前にプレストン、グラナダへの期限付き移籍で実戦経験を積みました。
2024-2025: ベンフィカ。最初は期限付き加入でしたが、左サイドの主力として評価を上げて完全移籍へ切り替わりました。
2025-: レアル・マドリード。2025年夏に復帰加入し、下部組織経験のある左SBとして再びクラブへ戻ってきました。
移籍金::2025年夏にベンフィカから加入。移籍金は5000万ユーロ規模と報じられています。
特徴::縦への推進力と左足クロスの質が高く、長い距離を何度も上下動できる攻撃的SBです。サイズがありながら運ぶ力も強く、外をえぐっても中へ持ち出しても前進できます。
監督・選手の発言::復帰発表時には、クラブがカンテラ経験者の帰還として大きく扱いました。外で積んだ実戦経験を持ち帰る形で、即戦力としての期待値が高い補強です。
記録::マンチェスター・ユナイテッドU-23では2021-22シーズンの年間最優秀選手に選ばれました。ベンフィカでも欧州舞台を経験し、若手の段階で複数リーグを渡り歩いた実績があります。
面白いエピソード::幼少期はフォワードとして1シーズン100得点近い数字を残したことがあり、そこから左サイドバックへ転向しました。今でも得点感覚のある攻め上がりに、その名残が見えます。
意外な経歴::レアル・マドリードの下部組織を一度離れ、イングランドとポルトガルを経由してトップチームへ戻ってきた“出戻り型”の選手です。外で価値を証明してから復帰した点が特徴です。"
736,Fran García,Defender,20,,labelled_lines_v1,"生まれ::1999年8月14日、スペイン・ボラニョス・デ・カラトラバ
国籍::スペイン
ポジション::左サイドバック
身長・利き足::169cm / 左利き
経歴::地元クラブからレアル・マドリードの下部組織に入り、カスティージャまで昇格した左SBです。
2018-2021: レアル・マドリードB / トップチーム周辺
2020-2023: ラージョ・バジェカーノ（2020-21は期限付き移籍）。主力に定着し、リーガ屈指の上下動量を持つSBとして評価を上げました。
2023-: レアル・マドリード。買い戻しの形で復帰し、左サイドの機動力要員として戦列に戻っています。
移籍金::2023年夏にラージョ・バジェカーノから買い戻されました。移籍金は約500万ユーロ規模と報じられています。
特徴::爆発的な上下動と、外側をえぐるドリブル、素早いクロスが武器です。サイズは大きくないものの、走力で勝負するタイプで、前向きにプレーすると一気にスピード感が出ます。
監督・選手の発言::復帰時には、クラブがカンテラ出身の成長株として扱いました。守備の安定感には課題を見られることもありますが、試合のテンポを上げる左SBとして明確な役割があります。
記録::ラージョではリーガで継続的に出場し、レアル・マドリード復帰に値する実績を積みました。スペイン年代別代表でも経験があり、国内で順当にステップアップしてきた選手です。
面白いエピソード::レアル・マドリードのカンテラを出て、ラージョで価値を高めてから再び戻ってきた“出戻り型”の左SBです。マドリード圏内でキャリアを循環させながら成長してきました。
意外な経歴::派手なスター候補ではなく、試合数と走力で評価を積み上げてトップクラブへ戻ったタイプです。地道な積み上げで序列を押し上げた左SBとしては好例です。"
2285,A. Rüdiger,Defender,22,https://www.instagram.com/toniruediger/,labelled_lines_v1,"生まれ::1993年3月3日、ドイツ・ベルリン
国籍::ドイツ
ポジション::センターバック
身長・利き足::190cm / 右利き
経歴::ベルリンの複数クラブとドルトムント、シュトゥットガルトの育成組織で鍛えられ、10代でプロ入りしました。
2012-2016: シュトゥットガルト。ブンデスリーガで屈強な対人守備を見せ、ドイツ代表にも食い込みました。
2015-2017: ローマ（2015-16は期限付き移籍）
2017-2022: チェルシー。トゥヘル体制では守備の核としてCL制覇に貢献しました。
2022-: レアル・マドリード。フリー加入後すぐに守備リーダー格となり、ビッグマッチでの強度を支えています。
移籍金::2022年夏にチェルシーとの契約満了後、フリーでレアル・マドリードへ加入しました。
特徴::対人守備の迫力、背後を回収するスピード、空中戦の強さが最大の武器です。ハイラインでも臆せず前へ潰しに出られ、押し込まれた場面ではラストプレーで止め切る執念があります。
監督・選手の発言::レアル・マドリード加入後は守備陣のリーダーとして扱われ、アンチェロッティ体制でも経験値と闘争心を高く買われています。試合終盤の守備固めだけでなく、苦しい時間帯にライン全体を締める存在です。
記録::チェルシーで2021年のチャンピオンズリーグを制覇し、レアル・マドリードでも欧州制覇を経験しました。ドイツ代表でも長く主要大会を戦う常連で、国際舞台の実績が非常に厚いCBです。
面白いエピソード::母方にシエラレオネのルーツを持ち、ベルリンのストリートフットボール文化の中で育ちました。荒々しさの中にリズム感のある守備を見せるのは、その環境の影響も大きいと言われます。
意外な経歴::若い頃はサイドでもプレーし、運ぶ力や足元の粗さを恐れない性格がそこで磨かれました。今の“前に出て奪うCB”らしさは、純粋な待ち受け型ではない育ち方に由来します。"
653,F. Mendy,Defender,23,https://www.instagram.com/ferland_mendy/,labelled_lines_v1,"生まれ::1995年6月8日、フランス・ムーラン＝アン＝イヴリーヌ
国籍::フランス
ポジション::左サイドバック
身長・利き足::180cm / 左利き
経歴::パリ近郊のクラブを経てル・アーヴルで本格的に評価を高め、遅咲きでトップレベルへ到達した左SBです。
2015-2017: ル・アーヴル
2017-2019: リヨン。対人守備と推進力で一気に評価を上げ、欧州ビッグクラブの注目株になりました。
2019-: レアル・マドリード。左サイドの守備強度を支える選手として長く在籍しています。
移籍金::2019年夏にリヨンから加入。移籍金は約4800万ユーロ＋出来高と報じられています。
特徴::1対1守備の強さと、長い距離をカバーするスピードが武器です。攻撃参加の派手さより、強力なウインガー相手でも簡単に剥がされない守備力に価値があります。
監督・選手の発言::ビッグマッチで守備重視のプランを敷く際に起用されやすく、クラブ内では“止めるための左SB”として信頼されています。派手ではなくても、守備の計算を立てやすい選手です。
記録::レアル・マドリードでチャンピオンズリーグ優勝を複数回経験し、フランス代表にも選ばれてきました。クラブの黄金期を支えた守備的SBの一人です。
面白いエピソード::若い頃に股関節の大病を経験し、一時は車椅子生活を送った時期もありました。そこからトップレベルまで上り詰めた経歴は、欧州でも屈指のカムバック例として知られます。
意外な経歴::派手な育成エリートではなく、ル・アーヴルからリヨンを経て一気にレアル・マドリードまで上がった晩成型です。キャリアの立ち上がりはかなり遅い部類でした。"
361497,D. Huijsen,Defender,24,,labelled_lines_v1,"生まれ::2005年4月14日、オランダ・アムステルダム
国籍::スペイン / オランダ
ポジション::センターバック
身長・利き足::196cm / 右利き
経歴::幼少期にスペインへ移り、コスタ・ウニダとマラガで育成を受けたあと、ユヴェントスの下部組織へ進みました。
2023-2024: ユヴェントス / ユヴェントスNext Gen。セリエCとトップチームをまたいで頭角を現しました。
2024: ローマ（期限付き移籍）
2024-2025: ボーンマス。プレミアリーグで一気に評価を上げ、若手CBの有望株として注目を浴びました。
2025-: レアル・マドリード。契約解除条項発動規模の大型補強として加入しています。
移籍金::2025年夏にボーンマスから加入。移籍金は約5000万ポンド規模と報じられています。
特徴::196センチのサイズ、空中戦、足元の配球、持ち運びを兼ね備えた現代型CBです。高さだけでなく、前線へ刺すパスや運び出しでも違いを作れます。
監督・選手の発言::加入時から将来投資ではなく即戦力候補として扱われています。スペイン代表でも早い段階から評価が上がっており、世代交代の中心候補と見なされています。
記録::ボーンマスではプレミアリーグ最年少級のCBとして定着し、スペイン代表A代表デビューも果たしました。若くして複数リーグで価値を証明してきた大型DFです。
面白いエピソード::父ドニーもプロ経験者で、本人は幼少期からセルヒオ・ラモスをアイドルに挙げてきました。レアル・マドリード加入は、憧れに近づく物語性の強い移籍でもあります。
意外な経歴::オランダ生まれながら、育成と代表キャリアの本格化はスペイン側で進みました。代表選択も含め、複数文化をまたぐ現代的なキャリアを歩んでいます。"
451355,Diego Aguado,Defender,27,,,
561033,J. Martinez,Defender,36,,,
129718,J. Bellingham,Midfielder,5,https://www.instagram.com/judebellingham/,,
2207,E. Camavinga,Midfielder,6,https://www.instagram.com/camavinga/,,
762,Vinícius Júnior,Midfielder,7,https://www.instagram.com/vinijr/,labelled_lines_v1,"生まれ::2000年7月12日、ブラジル・サンゴンサロ
国籍::ブラジル
ポジション::左ウイング / セカンドトップ
身長・利き足::176cm / 右利き
経歴::フラメンゴの育成組織で頭角を現し、10代のうちから南米屈指の逸材として欧州の注目を集めました。
2017-2018: フラメンゴ。ブラジル全国選手権でトップチームに定着し、爆発的な突破力で移籍前から話題を独占しました。
2018-: レアル・マドリード。若手枠から世界最高峰のウイングへ伸び、クラブの世代交代を象徴する主役になっています。
移籍金::2018年にフラメンゴから約4500万ユーロで加入し、南米の若手としては当時破格級の投資でした。
特徴::加速力、ストップからの再加速、1対1の突破成功率が最大の武器です。幅を取るだけでなく内側に切れ込んでシュートまで完結でき、相手守備を一人で押し下げられます。
監督・選手の発言::アンチェロッティ体制では決定的な仕事をするアタッカーとして絶対的な地位を築きました。クラブ公式も2025年4月時点で200勝・105得点到達を特筆しており、すでに一時代を代表する数字を積み上げています。
記録::チャンピオンズリーグ決勝で得点を記録し、ビッグマッチで結果を残すエースとして名を上げました。2024年にはFIFA The Best男子最優秀選手も受賞し、個人評価でも世界の頂点に立っています。
面白いエピソード::幼少期はフットサルでも鍛えられており、狭い局面で足裏を使って相手をずらす感覚はその経験が土台になっています。少年時代から家族を支えるために成功を目標に据えていたことでも知られます。
意外な経歴::スペインで人種差別被害に対して継続的に声を上げ、ピッチ外でも大きな影響力を持つ存在になりました。スター性がプレーだけに閉じていない現代型の象徴です。"
756,F. Valverde,Midfielder,8,https://www.instagram.com/fedevalverde/,labelled_lines_v1,"生まれ::1998年7月22日、ウルグアイ・モンテビデオ
国籍::ウルグアイ
ポジション::セントラルMF / 右サイドハーフ
身長・利き足::182cm / 右利き
経歴::ペニャロールの育成組織で頭角を現し、10代でトップチームに到達しました。
2015-2016: ペニャロール
2016-: レアル・マドリード。まずはカスティージャで経験を積み、2017-18シーズンはデポルティーボへ期限付き移籍してリーガ適応を進めました。
2018-: レアル・マドリード復帰後は中盤の走力担当から主力へ昇格し、複数ポジションを高水準でこなす存在になっています。
移籍金::2016年にペニャロールから加入した際の移籍金は、約500万ユーロ規模と報じられています。
特徴::長い距離を何度も走れる推進力、ボールキャリー、ミドルシュート、守備強度を兼ね備えた万能型MFです。試合のテンポが上がるほど価値が増し、右サイドの補完や疑似ウイング的な役割までこなせます。
監督・選手の発言::アンチェロッティ監督は2022年に「彼が10ゴールを決めなければ指導者ライセンスを破る」と冗談交じりに期待をかけました。実際に数字を伸ばし、今では攻守両面で欠かせない存在になっています。
記録::2022年のチャンピオンズリーグ決勝ではヴィニシウスの決勝点をアシストしました。レアル・マドリードとウルグアイ代表の両方で中心選手になり、ビッグゲームで結果を残すMFとして評価されています。
面白いエピソード::愛称の「パハリー ト（小鳥）」は、少年時代の軽やかな走り方から付いたものです。実際にはかなりフィジカル寄りの選手ですが、ニックネームには原石時代の俊敏さが残っています。
意外な経歴::若い頃は攻撃的MF色が強かったものの、レアル・マドリードでは守備強度と戦術順応で一気に評価を上げました。派手な技巧派ではなく、何でもできることでスターになった珍しいタイプです。"
1271,A. Tchouaméni,Midfielder,14,https://www.instagram.com/aurelientchm/,labelled_lines_v1,"生まれ::2000年1月27日、フランス・ルーアン
国籍::フランス
ポジション::守備的MF / センターバック
身長・利き足::187cm / 右利き
経歴::ボルドーの育成組織で育ち、早くから守備強度とボール奪取で評価されました。
2018-2020: ボルドー
2020-2022: モナコ。リーグ屈指の守備的MFへ伸び、欧州ビッグクラブの争奪戦対象になりました。
2022-: レアル・マドリード。大型補強として加入し、アンカーとCBの両方で重要度を高めています。
移籍金::2022年夏にモナコから加入。基本移籍金は約8000万ユーロ、出来高込みでさらに上積みされる大型契約と報じられました。
特徴::広い守備範囲、デュエルの強さ、セカンド回収能力に優れた守備的MFです。前向きに奪ってすぐ前進へつなげられ、最終ラインに落ちても対空戦とカバーリングで水準を落としません。
監督・選手の発言::アンチェロッティ体制では中盤の要であるだけでなく、緊急時のCB役としても重用されています。複数ポジションでタスクをこなせる戦術理解の高さが、起用の幅を広げています。
記録::フランス代表では2022年ワールドカップで準優勝を経験し、クラブではレアル・マドリード加入後に主要タイトルを積み上げています。若くして代表とCL常連クラブの主力圏に入った点が大きな実績です。
面白いエピソード::本人は映像分析や他競技の観戦を好むことで知られ、プレー選択にも“分析型”らしさが出ます。豪快な奪取役に見えて、実際はかなり理詰めで動くタイプです。
意外な経歴::足元の質を高めるため、育成年代ではボール保持の判断を厳しく鍛えられてきました。そのため、守備専業ではなく展開役としても機能できるアンカーへ成長しました。"
291964,A. Güler,Midfielder,15,https://www.instagram.com/ardaguler/,labelled_lines_v1,"生まれ::2005年2月25日、トルコ・アンカラ
国籍::トルコ
ポジション::攻撃的MF / 右ウイング
身長・利き足::175cm / 左利き
経歴::アンカラで育ち、ゲンチレルビルリイの下部組織を経てフェネルバフチェへ移籍。10代のうちから“トルコの至宝”として扱われました。
2021-2023: フェネルバフチェ。トップ昇格後すぐに左足の創造性で存在感を放ち、国内カップ優勝にも貢献しました。
2023-: レアル・マドリード。争奪戦の末に加入し、負傷離脱を乗り越えながらトップチームで得点力を示しています。
移籍金::2023年夏にフェネルバフチェから加入。基本移籍金は約2000万ユーロ、出来高を含めるとさらに上積みされる条件と報じられています。
特徴::左足のキック精度が突出しており、右ハーフスペースからのカットイン、スルーパス、ミドルシュートで違いを作れます。狭い局面でもボールを失いにくく、テンポを変えるタッチに独特の間があります。
監督・選手の発言::アンチェロッティ監督は2024年5月に「攻撃面で特別なものを見せた。非常に効率的で、唯一無二の才能がある」と評しました。クラブ内でも単なる技巧派ではなく、得点に直結する左足として見られています。
記録::EURO 2024ではトルコ代表史上最年少得点者となり、一気に知名度を高めました。年代別からA代表まで一貫して、左足の決定力で試合を動かしてきた選手です。
面白いエピソード::幼少期からSNS上でプレー集が拡散され、トルコ国内で“次のスター”として早くから知られていました。大きな期待を背負いながらも、節目ごとに結果で評価を上書きしてきたタイプです。
意外な経歴::華奢な体格から適応を不安視される時期もありましたが、レアル・マドリードではゴール前の冷静さと決定力で評価を反転させました。技巧派の印象に比べて、数字を残す力が強い選手です。"
748,Dani Ceballos,Midfielder,19,https://www.instagram.com/danifuli10/,,
371913,Pol Fortuny,Midfielder,20,,,
560905,J. Cestero Sancho,Midfielder,28,,,
313167,Manuel Ángel,Midfielder,37,,,
386306,César Palacios,Midfielder,38,,,
509470,Thiago Pitarch,Midfielder,45,,labelled_lines_v1,"生まれ::2006年11月17日、スペイン・マドリード
国籍::スペイン
ポジション::セントラルMF / 攻撃的MF
身長・利き足::175cm / 右利き
経歴::アトレティコ・マドリード、ヘタフェ、レガネスの育成組織を渡り歩き、2023年にレアル・マドリードの下部組織へ加入しました。
2025-2026: レアル・マドリードC / カスティージャ。カスティージャで出場機会を得ながら、中盤の技巧派として評価を上げています。
2026-: レアル・マドリード。トップチームの公式戦メンバーにも入り始め、将来候補として一段上のカテゴリーへ食い込みました。
特徴::ボールを受ける角度作りと細かいタッチに優れた中盤のリンク役です。狭いエリアで前を向く技術があり、テンポを落とさず次のパスへつなげられます。
監督・選手の発言::カスティージャ所属ながらトップチームの試合メンバーに絡み始めており、クラブ内部で次の昇格候補として見られていることがうかがえます。まずは中盤で落ち着いてボールを循環できる点が評価軸です。
記録::2025-26シーズンにレアル・マドリードC、カスティージャ、トップチームの3カテゴリーにまたがって出場し始めました。年代別スペイン代表にも選ばれており、同世代の有望株です。
面白いエピソード::マドリード近郊の育成ルートを複数クラブで経験しており、最終的にレアル・マドリードへたどり着いた“地元育ち”色の強い経歴です。首都圏の育成事情を横断してきた珍しいタイプでもあります。
意外な経歴::レアル加入前はアトレティコ、ヘタフェ、レガネスと近隣クラブを渡ってきました。マドリード一帯の異なる育成文化を経験していることが、順応力の高さにつながっています。"
278,Kylian Mbappé,Attacker,10,https://www.instagram.com/k.mbappe/,,
10009,Rodrygo,Attacker,11,https://www.instagram.com/rodrygogoes/,labelled_lines_v1,"生まれ::2001年1月9日、ブラジル・オザスコ
国籍::ブラジル
ポジション::右ウイング / 左ウイング
身長・利き足::174cm / 右利き
経歴::サントスの育成組織で育ち、フットサル仕込みの足元と決定力で10代から将来を嘱望されました。
2017-2019: サントス。若くしてブラジル全国選手権で存在感を放ち、欧州移籍前から代表候補扱いを受けていました。
2019-: レアル・マドリード。カスティージャを短く経由しつつトップ定着し、左右両翼と前線中央をこなすアタッカーに成長しています。
移籍金::2019年にサントスから加入。移籍金は約4500万ユーロ規模と報じられています。
特徴::狭い局面でのボールタッチ、ゴール前での落ち着き、左右どちらでも崩せる器用さが武器です。ヴィニシウスより直線的ではない一方、プレー選択の柔らかさと決定機での冷静さに強みがあります。
監督・選手の発言::ビッグマッチでの得点力から、クラブ内では“試合を決めるサブ主役”として高く評価されてきました。先発でも途中出場でも流れを変えられる便利さが、序列の強さにつながっています。
記録::チャンピオンズリーグで複数の重要ゴールを決め、ノックアウトラウンドの勝負強さで名を上げました。ブラジル代表でも主要大会メンバーに入り、クラブと代表の両方で実績を積んでいます。
面白いエピソード::幼少期はフットサルチームからスタートしており、狭い局面での素早いタッチや体の向きの作り方にはその影響が色濃く残っています。足元の柔らかさは南米育ちらしい魅力です。
意外な経歴::華やかなドリブラーに見られがちですが、実際にはオフ・ザ・ボールとフィニッシュの質で評価を上げてきた選手です。派手さ以上に、得点局面での判断が優れています。"
