player_id,name,position,number,instagram_url,profile_format,profile_detail
47519,Pedro Porro,Defender,23,https://www.instagram.com/pedroporro29_/,labelled_lines_v1,"生まれ::1999年9月13日、スペイン・ドン・ベニート
国籍::スペイン
ポジション::右サイドバック / 右ウイングバック
身長・利き足::173cm / 右利き
経歴::2008-2015: ヒムナスティコ・ドン・ベニート
2015-2017: ラージョ・バジェカーノ（下部組織）
2017-2018: ペララダ / ジローナB
2017-2019: ジローナ
2019-2022: マンチェスター・シティ
2019-2020: レアル・バジャドリード（期限付き移籍）
2020-2022: スポルティングCP（期限付き移籍）
2022-2023: スポルティングCP
2023-: トッテナム
特徴::縦への推進力とクロス精度、さらにミドルシュートまで備えた攻撃型サイドバックです。高い位置を取って幅を作るだけでなく、内側へ絞ってゲームメイクにも関われるため、右サイドの主導権を一人で作り出せます。
監督・選手の発言::トッテナムでは攻撃面のインパクトだけでなく、走力と継続的な上下動の量も評価されています。サイドの出口として常にボールを呼び込み、試合を前進させる役割を担う選手です。
記録::スポルティング時代にはポルトガルリーグ屈指の右WBとして名を上げ、リーグ優勝とベストイレブン級の評価を獲得しました。スペイン代表でも継続的に招集され、攻撃的SBの選択肢として地位を固めています。
面白いエピソード::幼少期はゴールキーパーとしてプレーしており、11歳頃にフィールドプレーヤーへ転向しました。今の大胆なキック精度やゴールへの意識には、当時の視野やボール感覚がどこか残っています。
意外な経歴::マンチェスター・シティに保有されながらトップチーム出場はなく、真価を示したのはバジャドリードとスポルティングでの実戦でした。超名門所属の肩書より、レンタル先での実績で評価を勝ち取ってきた叩き上げ型のサイドバックです。"
164,B. Davies,Defender,33,https://www.instagram.com/bendavies33/,,
152849,M. van de Ven,Defender,37,https://www.instagram.com/mickyvandeven/,labelled_lines_v1,"生まれ::2001年4月19日、オランダ・ウォルメル
国籍::オランダ
ポジション::センターバック / 左サイドバック
身長・利き足::193cm / 左利き
経歴::2013-2019: WSV'30、フォレンダム（下部組織）
2019-2021: フォレンダム
2021-2023: ヴォルフスブルク
2023-: トッテナム
特徴::巨漢ながら背後への戻りが異様に速く、広いスペースを守れる現代型CBです。左利きで持ち運びもできるため、後方の配球起点としても機能し、ラインを高く保つチームで価値が際立ちます。
監督・選手の発言::加入後は守備範囲の広さとスピードが繰り返し高く評価されてきました。相手のカウンターをスピードで無効化できる数少ないセンターバックとして、チーム構造そのものを支える存在です。
記録::プレミアリーグ屈指のトップスピードを記録する快速CBとして知られています。オランダ代表にも食い込み、クラブと代表の両方で左利きセンターバックの希少性を証明してきました。
面白いエピソード::アヤックスやPSVのような王道エリートコースではなく、地元クラブWSV'30からフォレンダムを経て上がってきた遅咲き寄りの成長型です。無名に近い立場から一気にブンデスリーガとプレミアリーグへ登ってきた経路に独特の説得力があります。
意外な経歴::本格ブレイクはフォレンダムとヴォルフスブルク以降で、幼少期から常に最注目株だったわけではありませんでした。トップレベルで評価が跳ねたのはスピードと守備範囲が戦術的に噛み合ってからで、素材の良さを環境で開花させたタイプです。"
414455,Souza,Defender,38,,,
467839,J. Byfield,Defender,67,,,
557539,J. Rowswell,Defender,76,,,
584077,T. Hall,Midfielder,6,,,
310531,Rio Kyerematen,Midfielder,7,,,
18968,Y. Bissouma,Midfielder,8,https://www.instagram.com/yvesbissouma/,,
328089,A. Gray,Midfielder,14,https://www.instagram.com/archiegray/,labelled_lines_v1,"生まれ::2006年3月12日、イングランド・ダラム
国籍::イングランド
ポジション::セントラルミッドフィルダー / 右サイドバック / センターバック
身長・利き足::187cm / 右利き
経歴::2014-2024: リーズ・ユナイテッド（アカデミー→トップチーム）
2024-: トッテナム
特徴::ボールを受ける前の首振りと、相手をいなすファーストタッチが非常に洗練された万能型です。中盤では前進役、最終ラインでは配球役として機能でき、年齢に似合わない落ち着きで複数ポジションをこなせます。
監督・選手の発言::トッテナム加入時から多用途性と成熟度の高さが評価されており、必要なポジションに自然に適応できる点が強みとして語られてきました。若手ながら「どこで使っても試合を壊しにくい」希少なタイプです。
記録::2023-24シーズンのEFLチャンピオンシップで年間最優秀若手選手賞と年間最優秀アプレンティス賞を受賞。早熟な才能だけでなく、フルシーズンを戦い抜く実用性まで示した形でした。
面白いエピソード::グレイ家はリーズの名門ファミリーで、祖父フランクと大叔父エディはいずれもクラブ史に名を残す存在です。アーチー自身もその系譜を背負いながら、同じく若くしてトップチームへ到達しました。
意外な経歴::本職は中盤ですが、試合状況に応じてSBやCBでも高水準に対応できるため、育成年代の「器用な選手」に留まらずトップレベルで本当に使えるユーティリティーへ進化しました。名門一家の出身でありながら、看板より実戦適応力で評価を伸ばしている点も特徴です。"
347316,L. Bergvall,Midfielder,15,https://www.instagram.com/lucasbergvall/,,
15911,M. Kudus,Midfielder,20,https://www.instagram.com/kudus_mohammed/,,
67972,C. Gallagher,Midfielder,22,https://www.instagram.com/conorgallagher92/,,
19235,D. Spence,Midfielder,24,https://www.instagram.com/djedspence/,,
237129,P. Sarr,Midfielder,29,https://www.instagram.com/psarr_29/,labelled_lines_v1,"生まれ::2002年9月14日、セネガル・ティアロワ
国籍::セネガル
ポジション::セントラルミッドフィルダー
身長・利き足::185cm / 右利き
経歴::2018-2020: ジェネラシオン・フット
2020-2021: メス
2021-: トッテナム
2021-2022: メス（期限付き移籍）
特徴::広い守備範囲と長いストライドを生かしたボール奪取、さらに前方への持ち運びが魅力の万能型MFです。守備で回収役になれる一方、奪った直後に自分で運んで攻撃のテンポを上げられるため、トランジション戦で真価を発揮します。
監督・選手の発言::若手ながら試合強度への適応力と落ち着きが高く評価されてきました。中盤の潰し役だけでなく前進役にもなれるため、戦術の可変に対応しやすい選手として重宝されています。
記録::19歳でセネガル代表のアフリカネイションズカップ優勝メンバー入りを果たした早熟な国際派です。ジェネラシオン・フットから欧州へ渡った流れは、同アカデミー出身の名選手たちに連なる成功例でもあります。
面白いエピソード::セネガルの名門育成機関ジェネラシオン・フット出身で、このアカデミーはサディオ・マネらを輩出したことで知られます。若くして代表タイトルを経験しているため、年齢の割に大舞台慣れしているのが強みです。
意外な経歴::トッテナム加入後すぐに主力化したわけではなく、いったんメスへ戻って出場機会を積みながら育成されました。大きな移籍のあとに再ローンで地盤を固めた、慎重な育成成功例でもあります。"
863,R. Bentancur,Midfielder,30,https://www.instagram.com/rodri_bentancur/,,
380689,C. Olusesi,Midfielder,52,,,
465310,L. Williams-Barnett,Midfielder,68,,,
162016,X. Simons,Attacker,7,https://www.instagram.com/xavisimons/,,
394935,M. Melia,Attacker,9,,,
2413,Richarlison,Attacker,9,https://www.instagram.com/richarlison/,labelled_lines_v1,"生まれ::1997年5月10日、ブラジル・ノヴァ・ヴェネシア
国籍::ブラジル
ポジション::センターフォワード / 左ウイング
身長・利き足::184cm / 右利き
経歴::2012-2015: レアル・ノロエステ、アメリカ・ミネイロ（下部組織）
2015-2016: アメリカ・ミネイロ
2016-2017: フルミネンセ
2017-2018: ワトフォード
2018-2022: エヴァートン
2022-: トッテナム
特徴::泥くさく走り続ける献身性と、ゴール前で体を投げ出してでも合わせる執念が魅力です。空中戦、裏抜け、前線からの守備まで幅広くこなし、感情を前面に出して試合の熱量を上げられるタイプのフォワードです。
監督・選手の発言::ブラジル代表でもクラブでも、闘争心と勝負強さを評価される文脈が非常に強い選手です。得点だけでなく、前線からチームを鼓舞するエネルギー源として見られています。
記録::ブラジル代表ではコパ・アメリカ優勝と東京五輪金メダルを経験。ワールドカップでも印象的なゴールを残しており、クラブ以上に国際舞台で存在感を示してきたアタッカーです。
面白いエピソード::愛称の「リシャルリソン」よりも、感情豊かなセレブレーションと“ポンボ（鳩）”パフォーマンスで知られる選手です。ピッチ内外でキャラクターが立っており、良くも悪くも試合の空気を変える力があります。
意外な経歴::ブラジル国内から欧州へ渡った後は、ワトフォード、エヴァートン、トッテナムと一段ずつプレミアリーグの強度に適応してきました。スター候補として最初から囲われたのではなく、移籍のたびに役割を広げて評価を積み上げた実戦派です。"
270510,M. Tel,Attacker,11,https://www.instagram.com/mathystel9/,labelled_lines_v1,"生まれ::2005年4月27日、フランス・サルセル
国籍::フランス
ポジション::フォワード / 左ウイング
身長・利き足::183cm / 右利き
経歴::2012-2017: JSヴィリエ＝ル＝ベル
2017-2020: パリFC（下部組織）
2020-2021: ジュネス・オーベルヴィリエ
2021-2022: レンヌ
2022-2025: バイエルン
2025-: トッテナム（期限付き移籍）
特徴::一瞬で前を向ける加速力と、少ないタッチでシュートに持ち込める爆発力が持ち味です。純粋なラインブレイク役にも、左から中へ入ってフィニッシュに絡む役にも対応でき、攻撃を単独で前進させられるタイプです。
監督・選手の発言::加入時にはクラブ公式で、トッテナムを自分にとって適切な次の挑戦だと語っていました。出場機会だけを求めるのではなく、自分をストライカーとしてさらに磨ける環境を重視していた点が印象的です。
記録::バイエルンではクラブ史上最年少得点記録を更新した経験があり、10代のうちから欧州トップレベルで結果を残してきました。フランスU17代表では欧州王者も経験しており、年代別代表でも勝者の文脈を持っています。
面白いエピソード::レンヌ時代から「フランスで最も大きな将来性を持つアタッカーの一人」と見なされ、10代でバイエルンに引き抜かれました。大クラブで控えに甘んじるより、実戦の中で自分の最適ポジションを掘り当てようとしているキャリア選択が特徴です。
意外な経歴::下部組織ではパリFCにも在籍しており、パリ近郊の複数クラブを渡り歩いて完成度を上げてきました。超名門育ちの箱入りではなく、都市部の競争環境で磨かれたストリート感のある成長ルートです。"
557391,T. Thompson,Attacker,11,,,
18883,D. Solanke,Attacker,19,https://www.instagram.com/solanke/,,
336564,W. Odobert,Attacker,28,https://www.instagram.com/wilsonodobert/,,
21104,R. Kolo Muani,Attacker,39,https://www.instagram.com/randal_kolo_muani/,labelled_lines_v1,"生まれ::1998年12月5日、フランス・ボンディ
国籍::フランス
ポジション::センターフォワード / 右ウイング
身長・利き足::187cm / 右利き
経歴::2005-2010: ヴィルパントFC
2010-2015: トランブレFC
2015-2016: トルシー
2016-2022: ナント
2019-2020: ブローニュ（期限付き移籍）
2022-2023: フランクフルト
2023-2025: パリ・サンジェルマン
2025-: トッテナム（期限付き移籍）
特徴::長いストライドで背後へ抜ける速さと、前線でボールを収めて味方を走らせる連係力を兼ね備えています。ラインブレイク一辺倒ではなく、右へ流れて局面を作り直したり、カウンターの起点になったりできる万能型FWです。
監督・選手の発言::加入時のクラブ公式コミュニケーションでは、プレミアリーグで自分のスピードとダイナミズムを示したい意欲が前面に出ていました。最前線でもサイドでも使える柔軟性が、チーム事情と噛み合う補強として受け止められています。
記録::2022年ワールドカップでフランス代表の一員として決勝まで進出。ナントではクープ・ドゥ・フランス優勝、フランクフルトでは欧州カップ戦出場と得点力向上を経験し、代表とクラブの両方で階段を上がってきました。
面白いエピソード::ボンディ出身で、同じ地域から世界へ出たキリアン・エムバペと並べて語られることも多い選手です。ナントでの下積みが長く、ブローニュへのローンも経験してから一気に代表級へ駆け上がった遅咲き寄りの成功例でもあります。
意外な経歴::爆発的なブレイク前はナントBやローン先で地道に出場数を積み、いきなりスター扱いされた選手ではありませんでした。フランクフルトで一気に評価を跳ね上げ、PSGを経てトッテナムへたどり着いたジャンプアップ型のキャリアです。"
418942,J. Wilson,Attacker,79,,,
