player_id,name,position,number,instagram_url,profile_format,profile_detail
386828,Lamine Yamal,Midfielder,10,https://www.instagram.com/lamineyamal/,labelled_lines_v1,"生まれ::2007年7月13日、スペイン・エスプルゲス・デ・リョブレガート
国籍::スペイン（赤道ギニア／モロッコ系）
ポジション::右ウィンガー
身長・利き足::180cm / 左利き
経歴::2014-2023: バルセロナ（ラ・マシア）
2023-: バルセロナ
特徴::圧倒的な創造性と左足の精度を持つ次世代のスーパースター。右サイドからカットインしてのスルーパスやシュートは既に世界最高レベルであり、10代とは思えない落ち着きと判断力を誇る。
監督・選手の発言::シャビ元監督は「彼は一時代を築くことができる選手。15歳でトップチームの練習に参加した時から、他の選手とは違うオーラを持っていた」と絶賛している。
記録::数多くの「最年少記録」を保持。EURO 2024では16歳338日で大会最年少出場記録を更新し、フランス戦でのゴールで最年少得点記録（16歳362日）も樹立。決勝では最年少優勝と最年少アシストを記録し、大会最優秀若手選手賞を受賞した。
面白いエピソード::ゴールを決めた際に見せる「304」というハンドサインは、彼が育ったマタロ市のロカフォンダ地区の郵便番号の末尾3桁に由来している。貧しい地区から這い上がり、地元への誇りを忘れない姿勢がファンから愛されている。
意外な経歴::モロッコ人の父と赤道ギニア人の母を持ち、スペイン代表ではなくモロッコ代表を選ぶ権利もあった。幼い頃は非常にシャイで、7歳でバルセロナに入団した当初は目立つことを嫌がり、プレーで自分を表現することに集中していたという。"
1496,Raphinha,Midfielder,11,https://www.instagram.com/raphinha/,labelled_lines_v1,"生まれ::1996年12月14日、ブラジル・ポルト・アレグレ
国籍::ブラジル / イタリア
ポジション::ウィング
身長・利き足::176cm / 左利き
経歴::2018-2019: スポルティングCP
2019-2020: レンヌ
2020-2022: リーズ
2022-: バルセロナ
特徴::圧倒的なテクニックとスピードを誇るブラジル代表の11番。2024-25シーズンはハンス＝ディーター・フリック監督の下で覚醒し、公式戦34ゴール22アシストという驚異的な記録をマーク。チャンピオンズリーグでも得点王に輝くなど、世界最高のウィングの一人としての地位を確立した。
監督・選手の発言::フリック監督は「ハフィーニャは戦士だ。攻撃だけでなく守備の戻りも一級品で、チームに欠かせないリーダーだ」と絶賛。2024-25シーズンのバロンドール投票でも5位にランクインした。
記録::2024-25シーズン チャンピオンズリーグ共同得点王（13ゴール）およびアシスト王。同シーズン、バルセロナで国内三冠（ラ・リーガ、コパ・デル・レイ、スーペルコパ）を達成。
面白いエピソード::幼少期はポルト・アレグレのファベーラ（貧民街）で育ち、空腹で食べ物を乞うこともあったという苦労人。憧れの選手はロナウジーニョで、7歳の時に彼の誕生日パーティーに招待された（父親が友人だったため）ことがサッカー選手を志すきっかけとなった。
意外な経歴::ブラジル代表デビュー戦（2021年ベネズエラ戦）では、途中出場からわずか数分で2アシストを記録し、鮮烈なデビューを飾った。"
340626,Fermín,Midfielder,16,https://www.instagram.com/ferminlopez/,labelled_lines_v1,"生まれ::2003年5月11日、スペイン・エル・カンピージョ
国籍::スペイン
ポジション::セントラルMF / 攻撃的MF
身長・利き足::175cm / 右利き（両足が使える）
経歴::2016-2023: バルセロナ（ラ・マシア）
2022-2023: リナーレス（ローン）
2023-: バルセロナ
特徴::ダイナミックな動き出しと、エリア外からでもゴールを射抜く高いシュート技術。ハードワークを厭わないエネルギー溢れるプレースタイルで、攻守において決定的な仕事をする。
監督・選手の発言::2023年のバイエルン戦後、フリック監督は「フェルミンは常に正しい場所におり、ゴールへの嗅覚が素晴らしい」と絶賛。前任者のシャビも、2023年のプレシーズンで彼のポテンシャルを見抜き、急遽トップチーム残留を決めた経緯がある。
記録::2024年のパリオリンピックではスペイン代表の10番を背負い、決勝戦での2ゴールを含む大会合計6ゴールを記録。得点王に輝き、スペインを金メダルへと導いた。2025年10月にはチャンピオンズリーグでスペイン人選手としてクラブ29年ぶりのハットトリックを達成。
面白いエピソード::チーム内では「一番のムードメーカー（ジョーカー）」として知られており、明るい性格でロッカールームを盛り上げている。マーク・ベルナルとは非常に仲が良く、SNSでも頻繁に交流が見られる。
意外な経歴::2022-23シーズン、バルサBでも出場機会が限られていたため、3部のリナーレスへ武者修行へ出された。そこでいきなり12ゴール、4アシストと爆発し、逆転でトップチームでの地位を掴み取った「叩き上げ」の苦労人。"
329728,Marc Casadó,Midfielder,17,https://www.instagram.com/marccasado4/,labelled_lines_v1,"生まれ::2003年9月14日、スペイン・サン・ペレ・デ・ビラマジョー
国籍::スペイン
ポジション::守備的MF / 右サイドバック
身長・利き足::172cm / 右利き
経歴::2016-2022: バルセロナ（ラ・マシア）
2022-: バルセロナ
特徴::驚異的なスタミナと危機察知能力を誇る中盤のダイナモ。ハンス＝ディーター・フリック監督の下で急成長を遂げ、かつてのセルヒオ・ブスケツを彷彿とさせるポジショニングと、正確な配給でゲームをコントロールする。
監督・選手の発言::フリック監督は「彼は非常にプロフェッショナルで、ピッチ上でハードワークを惜しまない。チームのバランスを取るために欠かせない存在だ」と信頼を寄せている。
記録::2024-25シーズンの三冠（ラ・リーガ、コパ・デル・レイ、スーペルコパ）達成に大きく貢献。2024年11月にはスペイン代表デビューも果たした。
面白いエピソード::バルサB（バルサ・アトレティック）ではキャプテンを務め、チームを昇格プレーオフ決勝まで導いた。常に冷静沈着な振る舞いから、チームメイトから厚い信頼を寄せられている。
意外な経歴::元々は右サイドバックとしてもプレーしており、そのユーティリティ性がトップチームへの定着を早める要因となった。少年時代はバルセロナの宿敵であるエスパニョールの下部組織にも短期間所属していたことがある。"
1323,Dani Olmo,Midfielder,20,https://www.instagram.com/daniolmo/,labelled_lines_v1,"生まれ::1998年5月7日、スペイン・タラサ
国籍::スペイン
ポジション::攻撃的MF / 左ウィンガー
身長・利き足::179cm / 右利き
経歴::2007-2014: バルセロナ（ラ・マシア）
2014-2020: ディナモ・ザグレブ
2020-2024: RBライプツィヒ
2024-: バルセロナ
移籍金::RBライプツィヒからバルセロナへ総額約6200万ユーロ（基本金5500万＋ボーナス700万）で加入。
特徴::高い戦術理解度とテクニックを備えた万能型アタッカー。ライン間でボールを引き出し、左右両足から精度の高いパスとシュートを放つ。ユーティリティ性も高く、前線の複数ポジションをハイレベルにこなす。
監督・選手の発言::デ・ラ・フエンテ監督は「彼は我々に多くのものを与えてくれる唯一無二の選手。スペースの認知能力とターン技術は世界最高峰だ」と高く評価している。
記録::EURO 2024では3得点を挙げ、史上最も劇的な大会得点王（最多タイ）の一人に輝いた。決勝のイングランド戦では試合終了間際に決定的なシュートをゴールライン上でヘディングクリアし、スペインの優勝を救う立役者となった。
面白いエピソード::9歳の時にバルセロナのアカデミーに加入したが、出場機会を求めて16歳で突如クロアチアのディナモ・ザグレブへ移籍するという異色のキャリアを選択。その結果クロアチア語を流暢に話せるようになり、クロアチア国籍取得の打診も受けたが、スペイン代表入りを志願し続けた。
意外な経歴::父親のミケル・オルモも元プロサッカー選手で監督経験を持つ。兄のカルロスもクロアチアの下部リーグでプレーした経験がある。"
538,F. de Jong,Midfielder,21,https://www.instagram.com/frenkiedejong/,,
433396,Marc Bernal,Midfielder,22,https://www.instagram.com/marcbernal_/,labelled_lines_v1,"生まれ::2007年5月26日、スペイン・ベルガ
国籍::スペイン
ポジション::守備的MF
身長・利き足::193cm / 左利き
経歴::2014-2024: バルセロナ（ラ・マシア）
2024-: バルセロナ
特徴::190cmを超える恵まれた体格と、卓越したパスセンスを併せ持つ「次世代のピボーテ」。左足一本でゲームを組み立てる姿は、クラブのレジェンドであるセルヒオ・ブスケツを彷彿とさせる。
監督・選手の発言::ハンス＝ディーター・フリック監督が就任後、最初に目をかけたラ・マシアの至宝。監督は「彼は17歳とは思えないほどピッチ上で成熟している」と賛辞を贈った。
記録::2024年8月のバレンシア戦にて、17歳84日でトップチームデビュー。これはリオネル・メッシをも上回るクラブ史上8番目の若さであり、フリック体制下でのラ・マシア出身者デビュー第1号となった。
面白いエピソード::チームメイト思いで知られ、パウ・クバルシやジェラール・マルティンとは大親友。寮生活時代からの絆が深く、ピッチ外でも行動を共にすることが多い。
意外な経歴::デビュー直後の2024年8月末に膝の前十字靭帯（ACL）を断裂するという悲劇に見舞われたが、クラブは彼を全面的に支持。リハビリ期間中にもかかわらず、2029年までの長期契約と5億ユーロの契約解除金を設定し、その将来を確約した。2025年9月に382日ぶりの復帰を果たし、復帰戦でいきなりアシストを記録した。"
491086,Tomás Marqués,Midfielder,43,https://www.instagram.com/tomasma.rques/,labelled_lines_v1,"生まれ::2006年10月30日、スペイン・バルセロナ
国籍::スペイン
ポジション::守備的MF
身長・利き足::186cm / 右利き
経歴::2015-: バルセロナ（ラ・マシア）
特徴::186cmの恵まれたサイズを活かした力強い中盤の制圧力が持ち味。守備的MFとしてチームのバランスを取りつつ、機を見て前線に正確な長い楔を打ち込む。
監督・選手の発言::フリック監督は「トミー（愛称）はフィジカルが強く、かつ足元も正確。非常に現代的なアンカーだ」と期待を寄せる。
記録::2026年2月、マジョルカ戦でトップチームデビュー。フェルミン・ロペスとの交代でピッチに入り、短い時間ながら物怖じしないプレーを見せた。
面白いエピソード::マッキアヴェッリ的な戦術眼を持つと言われ、ピッチ上でのポジショニングの修正能力が非常に高い。
意外な経歴::2023-24シーズンには一度ローン移籍（CFダム）を経験。そこで実戦経験を積み、逞しくなってバルサへ帰還した。"
931,Ferran Torres,Attacker,7,https://www.instagram.com/ferrantorres/,labelled_lines_v1,"生まれ::2000年2月29日、スペイン・フォイオス
国籍::スペイン
ポジション::右ウィンガー / 左ウィンガー / センターフォワード
身長・利き足::184cm / 右利き
経歴::2006-2017: バレンシア（ユース）
2017-2020: バレンシア
2020-2022: マンチェスター・シティ
2022-: バルセロナ
移籍金::マンチェスター・シティからバルセロナへ約5500万ユーロ（＋ボーナス1000万ユーロ）で加入。
特徴::高い得点感覚とオフザボールの動きに長けた現代的アタッカー。両翼だけでなく中央でもプレー可能で、ハンス＝ディーター・フリック監督の下でトップフォームを取り戻し、2024-25シーズンは公式戦18ゴールをマークした。
監督・選手の発言::ルイス・エンリケ元スペイン代表監督は「彼はスペシャリストではないが、全てのポイントで高いレベルにある。特にゴールへ向かう姿勢は素晴らしい」と評価。
記録::2000年代生まれとして初めてラ・リーガでデビューした選手。2024年にはスペイン代表としてEURO 2024優勝を経験。バルセロナ通算100試合目の出場となったベティス戦でハットトリックを達成した。
面白いエピソード::私生活では熱心な犬愛好家であり、3匹の愛犬とともに保護犬活動を支援するボランティアにも参加している。ニックネームは「ザ・シャーク（サメ）」であり、メンタルコーチの助けを借りて「何事にも屈しない」強い姿勢を身につけたことから名付けられた。
意外な経歴::4年に1度しか誕生日が来ない「うるう年」生まれ。幼少期は庭で祖父や愛犬を相手にボールを蹴って技術を磨いたという。"
521,R. Lewandowski,Attacker,9,https://www.instagram.com/_rl9/,labelled_lines_v1,"生まれ::1988年8月21日、ポーランド・ワルシャワ
国籍::ポーランド
ポジション::センターフォワード
身長・利き足::185cm / 右利き
経歴::2010-2014: ドルトムント
2014-2022: バイエルン・ミュンヘン
2022-: バルセロナ
特徴::「点取り屋」という言葉を体現する、21世紀最高のストライカーの一人。35歳を超えても衰えを知らない得点能力を誇り、2024-25シーズンには欧州5大リーグで最も早く公式戦40ゴールに到達。チャンピオンズリーグ通算100ゴール達成という金字塔も打ち立てた。
監督・選手の発言::フリック監督とはバイエルン時代からの師弟関係。「彼はエリア内での世界最高の解決策。年齢はただの数字だということを証明し続けている」と評される。
記録::2024-25シーズン ラ・リーガ・ピチーチ（得点王）。CL通算100ゴール達成（史上3人目、ロナウドより12試合早いペース）。欧州5大リーグの異なる3クラブで100ゴール以上を記録した数少ない選手。
面白いエピソード::食事と睡眠へのこだわりは異常なほどで、消化を助けるためにデザートから食べ始め、次に主食、最後に前菜という「逆順」で食事をすることがある（Lewandowski dietとして有名）。
意外な経歴::父親は柔道のチャンピオン、母親と姉はプロのバレーボール選手、妻は空手の世界大会メダリストという超アスリート一家。"
909,M. Rashford,Attacker,14,https://www.instagram.com/marcusrashford/,labelled_lines_v1,"生まれ::1997年10月31日、イングランド・マンチェスター
国籍::イングランド
ポジション::左ウィンガー / センターフォワード
身長・利き足::180cm / 右利き
経歴::2005-2016: マンチェスター・ユナイテッド（ユース）
2016-2025: マンチェスター・ユナイテッド
2025-: バルセロナ
移籍金::（詳細な移籍金は非公開）
特徴::爆発的なスピードと強烈なシュート力を誇るアタッカー。左サイドからカットインして放つ右足のシュートは破壊力抜群であり、裏への抜け出しのタイミングも非常に鋭い。
監督・選手の発言::元マンチェスター・ユナイテッドのチームメイトからは「彼は練習でも常に全力で、そのスピードには誰も追いつけない」と称賛されており、大舞台での勝負強さも高く評価されている。
記録::マンチェスター・ユナイテッドでのトップチームデビュー戦（EL）、プレミアリーグデビュー戦、マンチェスター・ダービーデビュー戦、イングランド代表デビュー戦の全てでゴールを記録するという離れ業をやってのけた。
面白いエピソード::子供の貧困問題に熱心に取り組む慈善活動家としての一面を持ち、イギリス政府の給食無料化政策の延長を実現させた。その功績により、2020年には若くして大英帝国勲章（MBE）を受章している。
意外な経歴::幼少期はマンチェスター・シティのアカデミーで短期間プレーしていた時期がある。母子家庭で育ち、母親が複数の仕事を掛け持ちして家計を支えていた経験が、現在の慈善活動の原動力になっている。"
338958,R. Bardghji,Attacker,19,https://www.instagram.com/roonybardghji/,labelled_lines_v1,"生まれ::2005年11月15日、クウェート（国籍はスウェーデン）
国籍::スウェーデン
ポジション::ウィング
身長・利き足::173cm / 左利き
経歴::2020-2025: コペンハーゲン
2025-: バルセロナ
特徴::「北欧のメッシ」の異名を取る、スウェーデン期待の至宝。右サイドから左足でカットインし、狭いスペースを独力でこじ開けるドリブルセンスは世界屈指。
監督・選手の発言::デコSDは獲得時、「ルーニー（Bardghji）はラミネ・ヤマルとはまた違った質の高さを持っており、チームの攻撃に新たな次元をもたらす」と語った。
記録::16歳でコペンハーゲンの史上最年少デビュー・得点記録を更新。2023年のチャンピオンズリーグではマンチェスター・ユナイテッドから決勝ゴールを奪い、世界に衝撃を与えた。
面白いエピソード::2024年に前十字靭帯（ACL）を断裂するという悲劇を経験したが、バルセロナはその才能を信じてリハビリ中に獲得を決断。2025年3月、334日ぶりに公式戦復帰を果たした。
意外な経歴::クウェートで生まれ、幼少期にスウェーデンへ移住。コペンハーゲン時代にはデンマークリーグを3連覇するなど、わずか10代で多くのタイトルを勝ち取っている勝負強さを持つ。"
445973,Toni Fernández,Attacker,29,https://www.instagram.com/tooniifernandez/,,
579244,Juan Hernández,Attacker,41,,,
